,idcliente,genero,aposentado,casado,dependentes,mesescomocliente,servicotelefone,multiplaslinhas,servicointernet,servicosegurancaonline,servicobackuponline,protecaoequipamento,servicosuportetecnico,servicostreamingtv,servicofilmes,tipocontrato,faturadigital,formapagamento,valormensal,totalgasto,churn
4835,5590-ZSKRV,Feminino,0,Sim,Sim,8,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoImpresso,54.65,482.25,Nao
4836,6505-OZNPG,Feminino,0,Nao,Nao,6,Nao,SemTelefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,BoletoImpresso,63.4,348.8,Nao
4837,5641-DMBFJ,Feminino,0,Sim,Nao,58,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,84.3,4916.4,Nao
4838,9831-BPFRI,Feminino,0,Sim,Sim,39,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Nao,Nao,Anual,Sim,BoletoEletronico,89.55,3474.45,Sim
4839,2322-VCZHZ,Masculino,1,Sim,Nao,23,Sim,Nao,Fibra,Sim,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,90.0,2024.1,Nao
4840,1764-VUUMT,Masculino,0,Nao,Sim,66,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,19.95,1269.1,Nao
4841,6418-HNFED,Masculino,0,Sim,Nao,51,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,83.25,4089.45,Nao
4842,6437-UKHMV,Feminino,0,Nao,Nao,7,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,79.7,586.05,Sim
4843,1272-ILHFG,Masculino,0,Sim,Sim,15,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.65,332.65,Nao
4844,1591-NFNLQ,Masculino,0,Nao,Nao,51,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Nao,CartaoCredito,80.0,4242.35,Sim
4845,7234-KMNRQ,Masculino,0,Nao,Nao,4,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.0,73.45,Nao
4846,1310-QRITU,Feminino,0,Nao,Nao,18,Sim,Sim,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,50.3,913.3,Nao
4847,8178-EYZUO,Masculino,0,Nao,Nao,46,Sim,Sim,Fibra,Sim,Sim,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,93.7,4154.8,Sim
4848,1400-MMYXY,Masculino,1,Sim,Nao,3,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,105.9,334.65,Sim
4849,9953-ZMKSM,Masculino,0,Nao,Nao,63,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,25.25,1559.3,Nao
4850,1527-SXDPN,Masculino,0,Sim,Sim,52,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Nao,Sim,2 anos,Sim,DebitoAutomatico,96.25,4990.25,Sim
4851,1703-MGIAB,Feminino,0,Nao,Nao,17,Sim,Sim,DSL,Nao,Nao,Sim,Sim,Sim,Nao,Mensal,Sim,BoletoImpresso,69.0,1108.0,Nao
4852,7156-MXBJE,Feminino,0,Nao,Nao,43,Sim,Sim,DSL,Nao,Sim,Sim,Sim,Sim,Sim,Anual,Nao,CartaoCredito,85.1,3662.25,Nao
4853,8232-UTFOZ,Masculino,0,Nao,Nao,69,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,19.95,1399.35,Nao
4854,3486-HOOGQ,Feminino,0,Sim,Sim,70,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Nao,2 anos,Nao,DebitoAutomatico,79.7,5743.3,Nao
4855,7356-AYNJP,Feminino,0,Nao,Nao,4,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoEletronico,23.9,97.5,Nao
4856,6685-XSHHU,Masculino,0,Sim,Sim,60,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,DebitoAutomatico,20.95,1270.55,Nao
4857,5590-YRFJT,Feminino,0,Sim,Nao,20,Nao,SemTelefone,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,24.45,482.8,Sim
4858,6265-SXWBU,Masculino,0,Sim,Sim,69,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Nao,Anual,Nao,CartaoCredito,95.75,6511.25,Nao
4859,6891-JPYFF,Feminino,0,Sim,Sim,48,Sim,Sim,Fibra,Sim,Sim,Nao,Nao,Sim,Sim,Mensal,Sim,CartaoCredito,105.25,4997.5,Nao
4860,6656-JWRQX,Feminino,0,Nao,Nao,1,Nao,SemTelefone,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Nao,BoletoImpresso,30.55,30.55,Nao
4861,7743-EXURX,Masculino,0,Sim,Sim,8,Sim,Nao,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,51.05,415.05,Sim
4862,6127-IYJOZ,Masculino,1,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoImpresso,45.85,45.85,Nao
4863,2576-HXMPA,Feminino,0,Nao,Nao,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,CartaoCredito,19.55,19.55,Nao
4864,8022-BECSI,Masculino,0,Nao,Nao,22,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.6,422.5,Nao
4865,0786-VSSUD,Masculino,1,Nao,Nao,16,Nao,SemTelefone,DSL,Nao,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoImpresso,39.0,679.85,Sim
4866,9924-JPRMC,Masculino,0,Nao,Nao,72,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,118.2,8547.15,Nao
4867,9314-QDMDW,Masculino,0,Nao,Nao,11,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Sim,Nao,Anual,Sim,BoletoEletronico,61.25,729.95,Nao
4868,5339-PXDVH,Masculino,0,Nao,Nao,4,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Sim,Nao,Mensal,Nao,BoletoEletronico,90.65,367.95,Nao
4869,2017-CCBLH,Feminino,0,Nao,Nao,8,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,20.0,141.6,Nao
4870,5020-ZSTTY,Feminino,1,Nao,Nao,54,Sim,Sim,DSL,Sim,Sim,Nao,Sim,Sim,Sim,Anual,Nao,DebitoAutomatico,82.45,4350.1,Sim
4871,5930-GBIWP,Masculino,0,Nao,Nao,69,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Sim,2 anos,Sim,CartaoCredito,81.5,5553.25,Nao
4872,6961-VCPMC,Masculino,1,Sim,Nao,46,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,80.4,3605.2,Sim
4873,0254-WWRKD,Feminino,0,Sim,Sim,67,Sim,Nao,DSL,Nao,Sim,Nao,Nao,Nao,Nao,Anual,Nao,CartaoCredito,50.55,3431.75,Nao
4874,5248-KWLAR,Masculino,0,Sim,Sim,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,BoletoEletronico,90.35,6325.25,Nao
4875,1302-UHBDD,Masculino,1,Nao,Nao,20,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Nao,BoletoEletronico,89.95,1648.45,Nao
4876,9158-VCTQB,Feminino,0,Sim,Nao,41,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,DebitoAutomatico,113.6,4594.95,Sim
4877,7273-TEFQD,Masculino,1,Nao,Nao,3,Nao,SemTelefone,DSL,Nao,Nao,Sim,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,41.15,132.2,Sim
4878,6537-OTKMY,Masculino,0,Nao,Nao,15,Nao,SemTelefone,DSL,Nao,Nao,Sim,Nao,Sim,Sim,Anual,Nao,BoletoEletronico,50.75,688.2,Nao
4879,6298-QDFNH,Masculino,0,Nao,Nao,22,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,79.35,1730.35,Sim
4880,8854-CCVSQ,Masculino,0,Nao,Nao,18,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,80.65,1451.9,Sim
4881,9734-YWGEX,Feminino,0,Nao,Nao,9,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Nao,CartaoCredito,98.3,923.5,Sim
4882,9040-KZVWO,Masculino,0,Nao,Nao,26,Sim,Nao,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Anual,Nao,DebitoAutomatico,75.5,2018.1,Nao
4883,0308-GIQJT,Masculino,1,Nao,Nao,71,Sim,Sim,Fibra,Nao,Sim,Nao,Sim,Sim,Sim,Anual,Nao,DebitoAutomatico,105.75,7382.85,Nao
4884,0307-BCOPK,Feminino,0,Nao,Nao,16,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.05,326.65,Nao
4885,3219-JQRSL,Feminino,1,Sim,Nao,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,89.1,6352.4,Nao
4886,1839-UMACK,Masculino,0,Nao,Nao,42,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoEletronico,25.05,949.85,Nao
4887,5014-WUQMG,Masculino,0,Sim,Sim,47,Sim,Nao,Fibra,Sim,Sim,Sim,Nao,Nao,Sim,Anual,Sim,BoletoEletronico,96.1,4391.45,Nao
4888,0420-TXVSG,Masculino,0,Sim,Nao,66,Sim,Sim,DSL,Sim,Sim,Sim,Nao,Nao,Nao,2 anos,Sim,CartaoCredito,66.1,4428.45,Nao
4889,6633-MPWBS,Masculino,0,Nao,Nao,5,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Nao,Mensal,Sim,BoletoEletronico,49.2,216.9,Sim
4890,8650-RHRKE,Masculino,0,Nao,Nao,4,Nao,SemTelefone,DSL,Nao,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,29.65,118.5,Sim
4891,4530-NDRKU,Feminino,0,Sim,Sim,42,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,BoletoEletronico,19.05,761.85,Nao
4892,9955-QOPOY,Masculino,0,Sim,Nao,69,Nao,SemTelefone,DSL,Nao,Sim,Sim,Sim,Sim,Sim,Anual,Sim,CartaoCredito,60.8,4263.4,Nao
4893,3680-CTHUH,Masculino,0,Nao,Nao,60,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,CartaoCredito,116.6,7049.5,Nao
4894,5961-VUSRV,Feminino,0,Nao,Nao,12,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,DebitoAutomatico,19.35,219.35,Nao
4895,1589-AGTLK,Masculino,0,Nao,Nao,3,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Nao,Nao,Mensal,Sim,BoletoEletronico,45.35,141.5,Sim
4896,7055-VKGDA,Masculino,0,Nao,Nao,54,Sim,Nao,Fibra,Sim,Sim,Nao,Sim,Sim,Sim,Anual,Sim,CartaoCredito,105.4,5643.4,Sim
4897,1641-BYBTK,Masculino,0,Nao,Sim,6,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Sim,BoletoImpresso,20.2,98.35,Nao
4898,5919-VCZYM,Masculino,0,Nao,Nao,2,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.05,42.7,Nao
4899,0716-BQNDX,Masculino,1,Nao,Nao,57,Sim,Sim,Fibra,Sim,Nao,Nao,Sim,Nao,Sim,2 anos,Nao,BoletoEletronico,93.75,5625.55,Nao
4900,8838-GPHZP,Feminino,0,Nao,Nao,63,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,BoletoImpresso,20.6,1298.7,Nao
4901,5274-XHAKY,Feminino,0,Sim,Sim,41,Sim,Sim,Fibra,Sim,Sim,Nao,Nao,Sim,Nao,Mensal,Sim,DebitoAutomatico,94.3,3893.6,Nao
4902,8929-KSWIH,Masculino,0,Nao,Nao,25,Sim,Nao,Fibra,Nao,Nao,Sim,Sim,Sim,Sim,2 anos,Nao,DebitoAutomatico,99.3,2513.5,Nao
4903,6916-HIJSE,Feminino,0,Nao,Nao,65,Sim,Nao,DSL,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,84.85,5459.2,Nao
4904,2228-BZDEE,Feminino,0,Nao,Nao,54,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,20.1,1079.45,Nao
4905,1346-PJWTK,Masculino,0,Sim,Nao,61,Sim,Nao,Fibra,Nao,Sim,Sim,Sim,Nao,Sim,Mensal,Nao,CartaoCredito,94.15,5731.85,Nao
4906,1561-BWHIN,Masculino,0,Sim,Sim,19,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Nao,BoletoImpresso,19.8,344.5,Nao
4907,2882-DDZPG,Feminino,0,Nao,Nao,12,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,DebitoAutomatico,19.45,227.45,Nao
4908,9648-BCHKM,Feminino,0,Sim,Sim,18,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,CartaoCredito,24.65,471.35,Nao
4909,1930-QPBVZ,Masculino,0,Sim,Sim,68,Sim,Nao,Fibra,Sim,Sim,Nao,Sim,Nao,Sim,2 anos,Nao,DebitoAutomatico,95.1,6683.4,Nao
4910,5299-RULOA,Feminino,0,Sim,Sim,10,Sim,Sim,Fibra,Sim,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,100.25,1064.65,Sim
4911,1626-ERCMM,Masculino,1,Sim,Nao,20,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,94.55,1899.65,Sim
4912,8019-ENHXU,Masculino,0,Sim,Nao,42,Sim,Sim,Fibra,Nao,Sim,Sim,Sim,Nao,Sim,Mensal,Sim,BoletoEletronico,99.45,4138.05,Sim
4913,7795-CFOCW,Masculino,0,Nao,Nao,45,Nao,SemTelefone,DSL,Sim,Nao,Sim,Sim,Nao,Nao,Anual,Nao,DebitoAutomatico,42.3,1840.75,Nao
4914,0906-QVPMS,Masculino,0,Sim,Nao,72,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Nao,DebitoAutomatico,115.15,8349.45,Nao
4915,4118-CEVPF,Feminino,1,Nao,Nao,35,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,DebitoAutomatico,110.8,3836.3,Nao
4916,5968-XQIVE,Masculino,0,Sim,Sim,72,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Sim,Nao,Anual,Sim,BoletoEletronico,89.7,6588.95,Nao
4917,9305-CDSKC,Feminino,0,Nao,Nao,8,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,99.65,820.5,Sim
4918,3521-SYVOR,Feminino,0,Nao,Nao,37,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,64.75,2345.2,Sim
4919,5149-TGWDZ,Feminino,0,Nao,Nao,21,Sim,Nao,Fibra,Nao,Sim,Sim,Sim,Sim,Sim,Anual,Sim,BoletoImpresso,104.55,2239.4,Nao
4920,1265-BCFEO,Feminino,0,Sim,Nao,71,Sim,Sim,DSL,Nao,Nao,Sim,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,80.45,5662.25,Nao
4921,6873-UDNLD,Masculino,0,Nao,Nao,40,Sim,Nao,DSL,Sim,Nao,Sim,Nao,Nao,Sim,Mensal,Nao,BoletoEletronico,67.45,2731.0,Nao
4922,7143-BQIBA,Masculino,0,Nao,Nao,10,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Sim,Nao,Mensal,Nao,DebitoAutomatico,62.25,612.95,Nao
4923,4526-ZJJTM,Feminino,1,Sim,Nao,25,Sim,Nao,Fibra,Nao,Sim,Sim,Nao,Nao,Sim,Mensal,Nao,DebitoAutomatico,88.4,2191.15,Nao
4924,7576-ASEJU,Feminino,0,Sim,Sim,41,Sim,Nao,DSL,Sim,Nao,Nao,Sim,Sim,Sim,Anual,Sim,CartaoCredito,74.7,3187.65,Nao
4925,9190-MFJLN,Masculino,1,Nao,Nao,19,Sim,Nao,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,CartaoCredito,95.9,1777.9,Sim
4926,6242-MBHPK,Feminino,1,Sim,Nao,23,Sim,Nao,Fibra,Sim,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,95.1,2326.05,Nao
4927,1400-WIVLL,Masculino,0,Sim,Nao,57,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Sim,Sim,2 anos,Nao,BoletoEletronico,107.95,5969.85,Nao
4928,3489-HHPFY,Feminino,0,Sim,Nao,2,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,84.05,134.05,Nao
4929,7560-QJAVJ,Feminino,0,Nao,Nao,70,Sim,Nao,DSL,Sim,Nao,Sim,Sim,Sim,Sim,2 anos,Nao,DebitoAutomatico,79.6,5589.45,Nao
4930,3722-WPXTK,Masculino,0,Nao,Nao,1,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,88.35,88.35,Sim
4931,0748-RDGGM,Masculino,0,Sim,Nao,70,Sim,Nao,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,DebitoAutomatico,109.5,7534.65,Sim
4932,6719-FGEDO,Feminino,0,Sim,Nao,72,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Nao,Nao,2 anos,Sim,DebitoAutomatico,97.0,7104.2,Nao
4933,5130-IEKQT,Masculino,1,Nao,Nao,25,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Nao,BoletoImpresso,105.95,2655.25,Sim
4934,4391-RESHN,Masculino,0,Nao,Nao,23,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Sim,Sim,Mensal,Sim,BoletoImpresso,104.05,2470.1,Sim
4935,7941-RCJOW,Masculino,0,Nao,Nao,65,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,CartaoCredito,19.55,1218.65,Nao
4936,1760-CAZHT,Masculino,0,Nao,Sim,25,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,20.8,460.2,Nao
4937,2774-LVQUS,Feminino,1,Sim,Nao,15,Sim,Sim,Fibra,Nao,Nao,Sim,Sim,Nao,Nao,Mensal,Sim,BoletoEletronico,83.05,1258.3,Sim
4938,6128-AQBMT,Masculino,1,Sim,Nao,41,Nao,SemTelefone,DSL,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,53.95,2215.4,Nao
4939,0674-EYYZV,Feminino,0,Nao,Nao,1,Sim,Nao,DSL,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Sim,BoletoEletronico,54.65,54.65,Nao
4940,1661-CZBAU,Masculino,0,Nao,Nao,48,Sim,Sim,DSL,Sim,Nao,Nao,Sim,Nao,Sim,Anual,Sim,DebitoAutomatico,70.95,3629.2,Nao
4941,5949-EBSQK,Masculino,0,Sim,Sim,4,Sim,Nao,DSL,Nao,Nao,Nao,Sim,Nao,Sim,Mensal,Nao,CartaoCredito,61.45,229.55,Sim
4942,8573-JGCZW,Masculino,0,Nao,Nao,17,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,DebitoAutomatico,19.65,351.55,Nao
4943,6661-HBGWL,Feminino,1,Nao,Nao,42,Sim,Sim,Fibra,Nao,Sim,Sim,Nao,Sim,Sim,Mensal,Sim,DebitoAutomatico,104.75,4323.45,Sim
4944,7989-AWGEH,Masculino,0,Sim,Sim,49,Nao,SemTelefone,DSL,Sim,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoEletronico,39.2,1838.15,Nao
4945,4703-MQYKT,Masculino,0,Nao,Nao,21,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,19.6,390.4,Nao
4946,6993-YCOBK,Masculino,0,Sim,Sim,60,Sim,Sim,Fibra,Sim,Nao,Sim,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,110.6,6586.85,Nao
4947,5356-KZCKT,Masculino,0,Nao,Nao,58,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Sim,CartaoCredito,24.45,1513.6,Nao
4948,5124-EOGYE,Masculino,0,Nao,Nao,31,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,BoletoImpresso,20.45,638.55,Nao
4949,4455-BFSPD,Feminino,0,Sim,Nao,61,Sim,Sim,Fibra,Nao,Nao,Nao,Sim,Sim,Sim,Anual,Nao,DebitoAutomatico,101.15,6383.9,Nao
4950,4423-JWZJN,Masculino,0,Sim,Sim,64,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Nao,Sim,Anual,Nao,CartaoCredito,90.25,5629.15,Nao
4951,4891-NLUBA,Feminino,0,Sim,Sim,61,Nao,SemTelefone,DSL,Nao,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,DebitoAutomatico,61.45,3751.15,Nao
4952,3200-MNQTF,Masculino,0,Sim,Nao,67,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Nao,Nao,2 anos,Nao,CartaoCredito,70.9,4677.1,Nao
4953,1073-XXCZD,Masculino,0,Sim,Nao,55,Sim,Sim,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,DebitoAutomatico,25.7,1443.65,Nao
4954,3556-BVQGL,Feminino,0,Sim,Nao,20,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,BoletoImpresso,20.0,416.45,Nao
4955,6416-YJTTB,Masculino,0,Nao,Nao,11,Sim,Nao,Fibra,Sim,Nao,Sim,Nao,Nao,Nao,Mensal,Sim,DebitoAutomatico,79.5,795.65,Nao
4956,0017-IUDMW,Feminino,0,Sim,Sim,72,Sim,Sim,Fibra,Sim,Sim,Sim,Sim,Sim,Sim,2 anos,Sim,CartaoCredito,116.8,8456.75,Nao
4957,9297-FVVDH,Feminino,0,Sim,Sim,57,Sim,Sim,DSL,Sim,Nao,Sim,Sim,Sim,Sim,2 anos,Sim,BoletoEletronico,84.5,4845.4,Nao
4958,1282-IHQAC,Masculino,1,Nao,Nao,70,Nao,SemTelefone,DSL,Nao,Sim,Sim,Nao,Sim,Nao,Anual,Sim,CartaoCredito,44.05,3011.65,Nao
4959,1936-UAFEH,Feminino,0,Nao,Nao,68,Sim,Sim,Fibra,Sim,Sim,Nao,Sim,Sim,Sim,2 anos,Nao,CartaoCredito,110.25,7279.35,Nao
4960,8937-RDTHP,Masculino,0,Nao,Nao,1,Sim,Nao,Fibra,Sim,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,BoletoImpresso,84.6,84.6,Sim
4961,8627-ZYGSZ,Masculino,0,Sim,Nao,47,Sim,Sim,Fibra,Nao,Sim,Nao,Nao,Nao,Nao,Anual,Sim,BoletoEletronico,78.9,3650.35,Nao
4962,7459-RRWQZ,Feminino,0,Nao,Nao,15,Sim,Sim,DSL,Sim,Nao,Nao,Nao,Nao,Sim,Mensal,Sim,DebitoAutomatico,64.65,994.55,Sim
4963,1085-LDWAM,Feminino,0,Sim,Sim,69,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Sim,CartaoCredito,20.35,1442.65,Nao
4964,3656-TKRVZ,Feminino,0,Nao,Nao,3,Sim,Nao,DSL,Sim,Sim,Nao,Nao,Nao,Nao,Mensal,Nao,BoletoEletronico,55.35,165.2,Sim
4965,4760-XOHVN,Feminino,0,Sim,Sim,1,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,BoletoImpresso,19.45,19.45,Sim
4966,4622-YNKIJ,Masculino,0,Nao,Nao,33,Sim,Nao,Fibra,Sim,Nao,Nao,Sim,Sim,Nao,2 anos,Sim,BoletoEletronico,88.95,3027.65,Nao
4967,1172-VIYBP,Masculino,0,Sim,Sim,53,Sim,Sim,DSL,Sim,Sim,Nao,Nao,Nao,Sim,2 anos,Nao,DebitoAutomatico,69.7,3686.05,Nao
4968,6729-GDNGC,Feminino,1,Nao,Nao,20,Sim,Nao,Fibra,Nao,Nao,Nao,Nao,Sim,Nao,Mensal,Nao,DebitoAutomatico,80.7,1614.2,Nao
4969,9497-QCMMS,Masculino,1,Nao,Nao,1,Sim,Sim,Fibra,Nao,Nao,Nao,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,93.55,93.55,Sim
4970,3587-PMCOY,Masculino,0,Nao,Nao,10,Sim,Nao,Fibra,Sim,Nao,Sim,Nao,Sim,Sim,Anual,Sim,BoletoEletronico,98.9,1064.95,Nao
4971,3043-SUDUA,Feminino,0,Nao,Nao,32,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Nao,DebitoAutomatico,19.9,601.55,Nao
4972,7901-TBKJX,Masculino,1,Nao,Nao,56,Sim,Sim,Fibra,Nao,Nao,Sim,Nao,Sim,Sim,Mensal,Sim,BoletoEletronico,101.05,5594.0,Nao
4973,0825-CPPQH,Feminino,0,Sim,Nao,71,Sim,Nao,Nao,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Nao,CartaoCredito,19.1,1372.45,Nao
